description_id,user_id,description_input,description_output_grid_size,description_output,is_verified,confidence,num_verification_attempts,num_actions,num_actions,generation,user_num_prior_description_experiences,user_num_prior_build_experiences,description_synthesis_time,verification_time
6186c6e3-6c2f-4f7b-b069-b00a9e6e4ab9,4770601c-ade6-4ff1-b659-a77772546454,"In the input, you should see...five different patterns on the grid.  The color of the patterns are grey.",The output grid size...is the same.,"To make the output, you have to....copy in input, change the colors of the horizontal  patterns with three squares and L shapes to red, vertical two squares to green, and change square and other patterns to blue.",False,,3,45.0,45.0,3.0,4,7,573,365
d45fa171-0a63-4b43-a20b-75e13cffa77c,ea04469c-6503-4bd7-8030-dd7a438f8321,"In the input, you should see... the grey shapes",The output grid size...same as the input grid.,"To make the output, you have to...count the 4 grid shape and color it with blue in the output and follow the same for 2 grid with green and 3 grid with red.",True,10,1,20.0,20.0,2.0,2,1,176,41
ee87aa8e-960a-47e6-ab23-d92f7a589b2d,5e1188aa-df23-4c0e-83b3-31bf2825e0f5,"In the input, you should see...a black grid with different pattern squares",The output grid size...is the same as input,"To make the output, you have to...change the pattern squares to colored. They should be blue, red, and green.",False,,3,48.0,48.0,0.0,1,1,128,59
0b03ed2d-27f1-49a5-b74f-5cd355dea239,116b7a36-4229-41d6-8b74-9fd738c9a6bc,"In the input, you should see...solid patterns of different dimensions","The output grid size...will not contain the black surrounding the colored patterns, but not the  black that is inside the square which contains all of the patterns","To make the output, you have to...reproduce the small pattern and black pattern from the larger area onto the smaller",False,,3,35.0,35.0,3.0,0,4,1055,543
0dd4980d-b22f-4614-b358-f80c4162395c,f9093948-340d-460c-b9bf-825408693ca4,"In the input, you should see...a large rectangular pattern and a small rectangular pattern",The output grid size...is the size of the small rectangular pattern,"To make the output, you have to...reproduce the small rectangular pattern then reproduce the black pattern from the large rectangular area onto the small rectangular area",True,10,1,9.0,9.0,0.0,3,1,190,52
40a12109-1625-4152-b462-99c421986922,d0a0daaf-ad19-47f8-9812-80cf22edf8e8,"In the input, you should see...A large grid with a large pattern of the same color, and a small pattern with many colors.",The output grid size...The size of the grid is the size of the smaller pattern with many colors.,"To make the output, you have to...make the shape of the larger pattern, but use the colors of the smaller pattern.",True,5,1,13.0,13.0,1.0,5,3,171,43
df8455c8-1b21-40e3-bb85-7d8b17c41193,7f13a811-d16e-4839-9142-e9449db2d506,"In the input, you should see...a small multi colored grid and a larger rectangle of that is one color plus BLACK",The output grid size...the same as the small multi colored grid,"To make the output, you have to...replicate the smaller grid. Change the colors to black where they are black in the larger rectangle",True,9,1,9.0,9.0,2.0,4,2,440,37
2516b087-1d20-46a2-8e68-b54c4881dc3b,0cb5f6c3-7cb0-449a-ba45-c701332f4baa,"In the input, you should see...  A black grid",The output grid size...Same as the input grid,"To make the output, you have to...You should create light blue border around the black grid.",True,9,1,27.0,27.0,4.0,1,4,479,48
62184184-568a-49ae-b666-daf46df52282,7a688d32-36bf-4657-bcfd-36e76b326943,"In the input, you should see... a black grid.",The output grid size... should be the same as the input.,"To make the output, you have to... make a blue shape around the outside of the entire grid. The center squares should be black but the blue shape should go all the way around the perimeter of the grid.",True,2,1,27.0,27.0,1.0,2,4,92,17
69b4c60e-53e6-432c-ba69-3480eab04194,cfdbe3ab-6a17-4b13-9251-48f8bf52650a,"In the input, you should see...black grid",The output grid size...the same size,"To make the output, you have to...use light blue color to draw the border of the grid with only one cell as width",True,5,1,24.0,24.0,2.0,3,1,104,24
a4585143-3171-48c3-98a2-e66bdd2b3bed,d08f5e89-3073-48d5-9a59-ebec6707a883,"In the input, you should see... A black grid",The output grid size... remains the same as the input grid size.,"To make the output, you have to... Create a light blue border around the grid. So, any tiles that are touching the edges are filled in with light blue. The rest of the tiles remain black.",True,9,1,26.0,26.0,0.0,3,5,99,21
b5cd8ce9-e4eb-4e9e-9ada-141697a1e080,35087e8b-dd04-40c8-a2d0-57e552fcea76,"In the input, you should see...a black grid",The output grid size...remains the same as the input grid size,"To make the output, you have to...create a light blue border around the grid. So, any squares that are touching the edges are filled in with light blue. The rest of the squares inside the light blue border remain black.",True,10,1,24.0,24.0,3.0,1,5,328,67
07a598c1-04fb-427b-aa82-2d25f9896752,69313b1e-942e-4401-bf58-7ac97c3ad9a9,"In the input, you should see...a 3x3 pattern.",The output grid size...is 3x6 vertical grid.,"To make the output, you have to...place the input grid in the top 3x3 space and create a mirror image in the bottom 3x3 space.",True,10,1,13.0,13.0,0.0,0,0,170,55
3712e7a9-f3a8-4fc9-b5ae-efe39f90d973,7d7316e7-581f-4a94-ac07-1f01fe00f7a2,"In the input, you should see...a 3x3 pattern grid.",The output grid size...should be 3x6 grid.,"To make the output, you have to...mirror the exact pattern of the 3x3 grid at the bottom.",True,9,1,12.0,12.0,1.0,3,1,127,64
07966299-2515-4da6-ba19-b08fc6896699,9d2844c3-22c6-4c9f-a0ea-8c094a96168c,"In the input, you should see... shapes (exemplars) composed of colored pixels and nonconnected pixels (singletons)",The output grid size... it's the same as the original.,"To make the output, you have to...  Copy the input grid.  Add colored pixels to the singletons such that they copy the exemplars.",True,8,1,18.0,18.0,1.0,4,2,321,95
6cb9b89f-9c99-4c72-bb1b-9f6d6d2f42b6,48bacc27-5aef-46c6-9db1-e5a8198d8e64,"In the input, you should see... colored shapes in a black grid and some single colored squares.",The output grid size...should be the same as the original.,"To make the output, you have to...copy the shapes from in the input into the output. Then you must add colored squares around the single squares to finish the shapes so that they match the complete shapes in the grid.",True,7,1,21.0,21.0,2.0,4,4,275,53
7817b978-fc12-4a57-ab81-640bda625289,c473c306-cd07-43fb-a725-9c1981855db5,"In the input, you should see...colored squares with shapes around some of them.",The output grid size...is the same as the original.,"To make the output, you have to...form the corresponding pattern around every like-colored square, so that every colored square of the same color has the same pattern around it.",True,1,1,20.0,20.0,0.0,5,2,104,34
84b9831f-ee67-476f-bbb8-45db2ad982ce,c90b4fd0-bf5e-4079-95cb-aafdb2086a49,"In the input, you should see...shapes (exemplars) composed of colored pixels and nonconnected pixels (singletons)",The output grid size...it's the same as the original,"To make the output, you have to...Copy the input grid Add colored pixels to the singletons such that they copy the exemplars.",False,,3,41.0,41.0,3.0,2,2,85,96
4c855177-8e81-4e5f-8ab0-df70376026cf,8f795c93-a702-42ae-81d6-4e98250fdd7e,"In the input, you should see...several different shapes on a large grid",The output grid size...is the size of one of the shapes by itself,"To make the output, you have to...copy one of the shapes by itself and keep the black squares if there are any",True,8,2,9.0,9.0,3.0,0,2,466,125
676f4d16-0295-4910-a349-e4a1c814ece3,22a93d8d-b30d-45e4-a77c-a46cbda0c257,"In the input, you should see... several figures on black grid",The output grid size...to be same to the size of figure you are go to copy,"To make the output, you have to...copy the any figure",False,,3,32.0,32.0,2.0,2,0,148,124
b1a208ed-94ed-478f-b8d3-7ec2ab632c8d,035130ba-bfc3-4569-b283-120a3aa15e93,"In the input, you should see...several figures on a big grid","The output grid size...is the same size as one of the figures, zooming in","To make the output, you have to...copy one of the figures and just that figure",True,7,2,32.0,32.0,0.0,1,4,143,98
dcfb1b85-3224-43d5-8799-4d8653674a07,70c11998-4710-4343-a9e9-027f863e30d2,"In the input, you should see...several figures on a big grid.","The output grid size...is the same size as one of the figures, zooming in","To make the output, you have to...copy one of the figures and just that figure.",True,9,2,23.0,23.0,1.0,1,7,160,62
000445d6-7dbd-4306-aeaa-b01b3c37fb67,3b93e936-9ae1-4819-bcbb-188ac51b5988,"In the input, you should see...change the color",The output grid size...size change of grid,"To make the output, you have to...follow the instruction",True,8,2,191.0,191.0,2.0,3,0,94,829
2c462443-6325-4039-8b69-98339e8eca30,6f621867-acb2-4445-b0fc-cc8226a1425d,"In the input, you should see...correct answered supported",The output grid size...output grid size controlled,"To make the output, you have to...Make output answered change solved",False,,3,74.0,74.0,4.0,0,0,161,221
32b9284d-6041-4084-8026-0dc434553913,af9fd640-96d5-429c-9188-6216323ce33d,"In the input, you should see...change the color  21x21",The output grid size...size change of grid 21x21,"To make the output, you have to...make the grid   chance in to they same color and same size is the pattern",False,,3,72.0,72.0,9.0,3,0,363,443
8f8797fd-bb2c-4575-83ca-599c97fe93a5,be268a31-0e2e-49bd-b244-07cb77ab89df,"In the input, you should see...change the color.",The output grid size...size change of grid.,"To make the output, you have to...follow the instruction 0 out of 1 people successfully solved the take using this description.",False,,3,21.0,21.0,8.0,2,0,90,286
96376f91-3ae1-4fdf-b62c-2b19f24df566,d08f5e89-3073-48d5-9a59-ebec6707a883,"In the input, you should see... A pattern of diagonal lines and what could overall be compared to a ray of sunshine.",The output grid size... Copy the input grid to the output grid.,"To make the output, you have to... FILL in the black spots with the appropriate missing tiles. Identify the pattern and continue the pattern so that it is repaired and complete again.",False,,3,86.0,86.0,0.0,4,6,150,294
9df654bf-d189-4321-ab0f-ca541d8e7981,7042b520-f67b-4dee-a40e-ddb0cc2cd6e1,"In the input, you should see...a grid that is mostly colored in a pattern with a single  line from the top left to bottom right corners. There are some squares that are black.",The output grid size....is the same as the input.,"To make the output, you have to...copy and paste the input. Fill in the black squares with the appropriate colors to complete the pattern.",False,,3,56.0,56.0,6.0,1,3,244,380
9f9b96ad-8fcc-4599-b412-340ad3bebd1b,1a3d8739-269e-4ae2-b91a-e5f79d0fa5bd,"In the input, you should see...Change the color",The output grid size...Size change of grid,"To make the output, you have to...0 out 1 people successfully solved the task",False,,3,78.0,78.0,12.0,2,0,277,1241
a996f51d-2b00-4669-a368-2a3e6887bff3,68bf656b-8fe8-405e-b5b6-cdc31e519b2c,"In the input, you should see...change the color.",The output grid size...Change the same size.,"To make the output, you have to...Size change the grid.",False,,3,99.0,99.0,11.0,2,0,286,1170
b47d5d9e-a36d-4195-b2ee-129a0f8b833c,40231a71-0ba5-481f-93a0-ffba8d3eeca6,"In the input, you should see...complete the pattern using exact finishing like a puzzle solving.",The output grid size...change the grid size by copy input option,"To make the output, you have to...complete and submit",False,,3,58.0,58.0,1.0,2,5,193,273
ba9af9a7-8769-41fb-ab6b-197f5f825f01,7898977c-bd35-4354-b3fb-f8fc5cf6f6ec,"In the input, you should see...a colorful pattern radiating from the upper left corner",The output grid size...is the same as the input,"To make the output, you have to...remove the black boxes and recolor the boxes to continue the pattern",False,,3,76.0,76.0,3.0,1,3,234,255
c1bfc604-d9dc-482c-adce-615ca2305703,62ebf6ae-ee58-4a16-a817-6cb6a703bc49,"In the input, you should see...change the color",The output grid size...size change of grid,"To make the output, you have to...0 out of 1 people successfully solved the task.",False,,3,35.0,35.0,13.0,2,0,135,1252
c4c70999-bf51-482a-af9e-6727b43c1986,e78a0403-424c-4b34-8b03-cc0fedaeac14,"In the input, you should see...change the color",The output grid size... size change of grid,"To make the output, you have to... follow the  instruction",False,,3,129.0,129.0,10.0,3,0,492,854
cbbe0a42-a8b6-4bf2-bba6-c5ea2a41d865,702b44ca-97cd-4507-845e-ff9be6ecf77a,"In the input, you should see...a rainbow of colors",The output grid size...stay the same,"To make the output, you have to...fill in the black dots with whatever color would fill in the rest of the pattern",False,,3,41.0,41.0,5.0,3,1,65,94
f4c59717-d74a-48f4-ac4d-2c7c471f6751,361681be-ecb8-4d1d-8526-21b4445abc04,"In the input, you should see...multiple color",The output grid size...same as input grid,"To make the output, you have to...fill the black color grid with same pattern of color from left top corner.",False,,3,64.0,64.0,7.0,3,2,67,245
44b1e62e-7430-46a5-98ee-7dc79e7d16a2,fe8b76cd-b181-4b7f-a227-9e860b3fe43c,"In the input, you should see...red pattern in black background",The output grid size...is the same as the old one,"To make the output, you have to...fill  black parts with yellow color and leave two blocks between them, start fill the lower part from the left, then upper part two blocks away",True,10,1,20.0,20.0,0.0,3,0,163,22
47303b23-53eb-46c1-9bc0-d0b1ebd30767,817b99c6-b943-4636-af79-66ad719bb5c2,"In the input, you should see... a black background with a red zig-zag pattern.",The output grid size... is the same as the original.,"To make the output, you have to... fill in every third triangle with yellow, starting at the lower-left: yellow, black, black, yellow...",True,8,1,7.0,7.0,2.0,4,2,216,30
df4356f8-b1ea-4388-be10-2e7a124c829f,dc5cf508-7ffd-4325-b471-15b5f8cd2a53,"In the input, you should see... a red v-pattern that create black spaces.",The output grid size... is the same as the input size,"To make the output, you have to... Fill the first black space from the left with yellow. Continuing right, skip two black spaces and fill the next with yellow. Keep going until you reach the edge of the grid.",True,8,1,7.0,7.0,1.0,5,4,364,19
2a67ae64-394f-4880-ba9a-9207a82b6238,d13d37bc-60e6-449f-9709-c2c94d016d8c,"In the input, you should see... a large object with a black background and inside smaller objects",The output grid size... is the size of the large object,"To make the output, you have to...flips the smaller objects to 180 degrees",True,6,2,20.0,20.0,0.0,0,0,264,332
7c5fb4ab-b211-4ecc-b240-42be6620ab4a,f7c7794c-3fb2-4d6b-b364-8a595e6001d5,"In the input, you should see...a colored object with a black background.",The output grid size...be the size of the colored object.,"To make the output, you have to...copy and mirror the colored object.",True,10,1,17.0,17.0,1.0,3,3,136,63
9488cbc9-9dc7-4237-a864-ecfaf20d36c5,c348033b-e3c8-42b5-aaf5-e8a6d80ed0df,"In the input, you should see... a large objects with a black background and inside smaller objects.",The output grid size... is the size of the large object.,"To make the output, you have to... change the color of the objects.",False,,3,95.0,95.0,4.0,0,0,444,316
c34387a9-2ec5-4a6a-bed3-606035113c72,72560227-b939-43c9-a4dd-1579f059998d,"In the input, you should see...a colored object with another colored object in it.",The output grid size...is the size of the large colored object,"To make the output, you have to...copy the large colored object with smaller colored object in it. Then mirror the small colored object left to right.",True,8,1,23.0,23.0,2.0,2,3,100,68
e0a970cd-de48-4fa7-9ec0-580cb37eb5e1,0dc844d9-1ea9-4b6e-8a5b-b9ba6263c3b1,"In the input, you should see...a colored shape in a black background.",The output grid size...The grid size is same as the colored shape.,"To make the output, you have to...The output is the colored shape inverted to the side.",True,7,1,19.0,19.0,3.0,5,2,105,149
5a96c502-e5bd-47e7-b2a3-4a40a4ff8b0b,ed789767-806f-4530-b80d-60cb346dec12,"In the input, you should see...good sections",The output grid size...grid size change to correctly,"To make the output, you have to...output pattern set",True,10,1,8.0,8.0,3.0,1,3,123,48
754a71dd-c64b-47f4-9637-3f901bf0e509,e0309cae-a58d-4341-b214-156028b65a3a,"In the input, you should see...ayout excels at dividing a page into major regions or defining the relationship in terms of size, position, and layer, between parts of a control built from HTML primitives. Like tables, grid layout enables an author to align elements into columns and rows.see...",The output grid size...yes the grid size 4x4 of input and should output of 1x1in size,"To make the output, you have to... output grid create to draw and flood fill and color and copy -past",False,,3,27.0,27.0,2.0,0,2,794,345
8f87a851-5d52-4143-ab72-f1e914610c53,6352ef74-cae6-4f48-95f3-57c6d14f3eae,"In the input, you should see... three columns of two colored squares",The output grid size... remains the same,"To make the output, you have to... gray out border columns",False,,3,47.0,47.0,1.0,0,5,471,263
bed7c512-15a5-4458-b781-f20a6411731c,a92d39b8-7134-408d-a474-e77250345c15,"In the input, you should see...sections with a color pattern",The output grid size...enough space for each color in the design,"To make the output, you have to....keep the pattern but only keep one set",True,8,2,9.0,9.0,0.0,0,1,456,88
14e302fd-f16d-4a1a-9769-6c7dcab3d919,2ca6a3e7-b63f-4982-85e0-23a096634a00,"In the input, you should see...2 or three colors with a gray squares",The output grid size...remains the same,"To make the output, you have to... mirror the pattern and focus the pattern around to the left",True,7,3,32.0,32.0,3.0,4,5,126,65
3da2b0e1-fa4a-4253-8c6e-223ba8aefe45,49ecfe3b-058d-4388-8a13-0caa98cdef7e,"In the input, you should see...2 or 3 colors with a gray squares",The output grid size...remains the same,"To make the output, you have to...rotate it 90 degree clockwise and mirror the result",True,6,2,14.0,14.0,4.0,0,17,290,51
42a76a2e-5830-463b-86f7-12aac95c19ba,72c5ae81-992d-43ca-9397-2617fb924142,"In the input, you should see...two or more color squares on a gray background.",The output grid size...remains the same,"To make the output, you have to...move the entire grid on the diagonal and mirror it. Imagine the top right and pull it down and to the left.",True,1,1,10.0,10.0,1.0,4,0,393,113
9ca5e131-6e6d-4025-84dc-f4786efe64ba,43e3a67c-f7e7-4126-b98e-51f789dde009,"In the input, you should see...a gray grid with 5 squares the if you number the grid squares from top down left to right starting with number 1 and the the the number 1, 2, and 9 squares should be red 6, and 8 should be light blue the rest of the grid is gray.",The output grid size...is the same,"To make the output, you have to...move red square number 2 to number 4 change two to gray",False,,3,28.0,28.0,0.0,0,0,861,255
a019cb66-41c8-4d41-9f4f-751ec01456f2,1428d364-ca5c-4587-acba-72950eec0626,"In the input, you should see...change color",The output grid size...change size,"To make the output, you have to...change color",False,,3,16.0,16.0,2.0,7,8,93,91
0f7578de-d775-46bd-8155-b18f4adcd0a4,33600ed9-7a30-4353-82bb-415340bbb510,"In the input, you should see...an  8x8 grid with a black background and 4 distinct quadrants. The top left quadrant shows a yellow pattern, the top right quadrant shows a gray pattern, the bottom left shows a pink pattern, the bottom right shows a brown pattern.",The output grid size...becomes 4x4,"To make the output, you have to...Copy the top-left (yellow) pattern. Then, place the bottom-right (brown) pattern on top. Then, place the bottom-left pattern (pink) on top. Then, place the top-right (gray) pattern on top. Imagine the black squares are transparent, so every time you superimpose each pattern the one below can be seen through the black squares.",True,10,1,31.0,31.0,2.0,1,5,902,131
2ca0fd21-d039-46e9-8c11-b7217fe61632,0cb5f6c3-7cb0-449a-ba45-c701332f4baa,"In the input, you should see...A 8x8 grid that black background. the top left quandrants should have a  yellow pattern, The bottom left should have a pink and bottom right should be brown pattern.",The output grid size...4x4 grid size,"To make the output, you have to... copy the top-left yellow pattern then bottom-right brown pattern then bottom-left pink on top then top-right gray",False,,3,23.0,23.0,1.0,3,7,815,118
55841d43-9b06-4659-8476-f83d3057e9ef,d888a397-60e7-4d4d-81f1-3166ee263586,"In the input, you should see... a 8x8 grid with a black background and 4 distinct quadrants.The top left quadrant should have a yellow pattern, the top right quadrant should have a gray pattern, the bottom left should have a pink pattern, the bottom right should have a brown pattern.",The output grid size... becomes 4x4.,"To make the output, you have to... resize the output grid to 4x4. Copy the top-left (yellow) pattern. Then, superimpose the bottom-right (brown) pattern on top. Then, superimpose the bottom-left pattern (pink) on top. Then, superimpose the top-right (gray) pattern on top.",True,9,1,25.0,25.0,0.0,0,0,340,46
8b531c61-2e15-44c0-9343-a8dce9aff0d7,3fabc000-746d-46ee-ad24-1bf99680b118,"In the input, you should see...a 8x8 grid with a black background and 4 distinct quadrants. The top left quadrant should have a yellow pattern, the top right quadrant should have a grey pattern, the bottom left should have a pink pattern, the bottom right should have a brown pattern.",The output grid size...becomes 4x4,"To make the output, you have to...resize the output grid to 4x4. Copy the top-left (yellow) pattern.  Then, superimpose the bottom-right (brown) pattern on top.  Then, superimpose the bottom-left pattern (pink) on top.  Then, superimpose the top-right (gray) pattern on top.",True,5,1,39.0,39.0,3.0,4,4,710,144
56d97e9b-bb21-4e8b-ac55-a825831b678a,661c9cde-0677-431f-b534-5d7c370566bb,"In the input, you should see...6x9 grid with a blue figure on top of a yellow figure. The yellow figure is always the same shape but its tallest point may be on the left or right.",The output grid size...same as the input grid size,"To make the output, you have to...mirror the blue figure based on which side the tallest point of the yellow shape is on.",True,2,1,24.0,24.0,0.0,0,0,286,90
789faf96-4a63-4f14-b384-2b7eb429dc23,f5b5360a-8d53-4ad9-9bfd-b4b6098febf4,"In the input, you should see...two colored objects, one above the other.",The output grid size...is identical.,"To make the output, you have to...create a mirror image of the top shape and place it to the side of that shape.",True,8,1,7.0,7.0,2.0,3,2,118,24
b5b0cd9d-e64e-44a0-96c3-514a9b72ec89,0dc844d9-1ea9-4b6e-8a5b-b9ba6263c3b1,"In the input, you should see...In the input you will see a yellow shape and a blue shape in a black background.",The output grid size...The size remains the same.,"To make the output, you have to...The blue shape is made where the long arm of the yellow shape is facing.",True,5,1,8.0,8.0,1.0,4,1,235,50
daa19b9c-27b2-4aae-8971-9709775f8a4c,69bc7a61-972e-4634-a414-f7a782f7327f,"In the input, you should see...various shapes with some that are surrounded by a complete gray border or an incomplete gray border.",The output grid size...is the same as the input grid,"To make the output, you have to...copy all shapes over to output including the gray borders.  Change the colors of the same shapes that are in the gray border to the same color as the one in the gray border.",True,10,1,4.0,4.0,1.0,1,4,926,53
f26969a3-512b-4ed6-bf24-c8107174a32b,6ce0945c-3799-4f95-a5e5-13497d907443,"In the input, you should see...shapes surrounded by a complete gray border",The output grid size...stays the same,"To make the output, you have to...change the color of the shape or shapes that match the shape inside the complete gray border so that they are the same color. That is the color of the shape that is identical in size to the one in the gray, will change to the same color as the one in the gray.",True,7,1,12.0,12.0,0.0,2,5,359,62
0a95ed37-2150-41be-82fe-d8d70b3a9060,d7219e90-f249-4011-a2ca-e66a0e224ffe,"In the input, you should see...four colored squares in center.",The output grid size... Will be the same as the four colored squares in center.,"To make the output, you have to... Change bottom one to black and rest three to light blue",False,,3,9.0,9.0,0.0,0,1,205,56
0fcbc77a-bdc1-45c6-ad24-d0aed994b6f0,1428d364-ca5c-4587-acba-72950eec0626,"In the input, you should see...change size",The output grid size...change size,"To make the output, you have to...change size",False,,3,14.0,14.0,1.0,5,6,31,32
5aaddb1c-810a-4a51-bc39-b45d16ce1d93,5c042264-4499-465d-a1aa-0863095b93e4,"In the input, you should see...different colors on each corner",The output grid size...is the same size as the middle grid,"To make the output, you have to...use the 4 colors from the corner to make the middle pattern",True,8,1,19.0,19.0,4.0,2,10,145,57
8fc8d830-4280-4c8a-884c-7bed495bb525,eca63285-fb39-4ab8-8b54-ba5a77f321b0,"In the input, you should see... light blue square surrounded by a dark blue border with colored squares in each far corner.",The output grid size... changes to the size of the interior light blue square,"To make the output, you have to... zoom in to the light blue square and change the light blue squares to the color or the exterior corner color that they are closest to.",True,4,2,41.0,41.0,3.0,1,1,280,119
c763b126-7a91-4bff-802f-71e44ca6c606,79fa8433-61f7-407b-aa1d-e05c7298001f,"In the input, you should see...the pattern same as first one.",The output grid size... remains same,"To make the output, you have to...it also the same result.",False,,3,9.0,9.0,2.0,2,4,126,73
161416b9-5a43-4628-9d5f-9640a123fb5b,d13d37bc-60e6-449f-9709-c2c94d016d8c,"In the input, you should see...several different colors",The output grid size...that can contain one square of each color,"To make the output, you have to...put each color in one square that match their position in the big picture",True,9,1,10.0,10.0,0.0,5,2,85,29
47f6e11b-c4f8-4db5-80e3-437b5c34c3f1,33ca3bf6-5afd-4b78-b1fe-f6dfb1ac51fd,"In the input, you should see...The similar of colors.",The output grid size...with the same size as input grid,"To make the output, you have to...An Output Grid",True,5,1,10.0,10.0,1.0,0,0,134,49
9a11a904-bfb5-4ed2-88f0-3e2e73e4364e,f2fa29c2-5a0b-4576-9041-1bff3e86dcba,"In the input, you should see...in a black background, different colored patterns.",The output grid size...number of the colors in the original. Shape should mirror the original. Do not consider black background color.,"To make the output, you have to...fill out the new grid with the colors as the original.",True,7,1,10.0,10.0,2.0,3,2,573,71
15eb5c1d-61b2-4f47-abd8-298383843795,72560227-b939-43c9-a4dd-1579f059998d,"In the input, you should see...color grid which make of square box.",The output grid size...is 3x3,"To make the output, you have to...see four same color corners as one same color grid and color the grid with the corner color",True,8,1,6.0,6.0,1.0,1,2,250,18
2e35ef86-ed22-418a-a783-726d70b83249,139159cc-6d13-4140-b7e0-a625f4f283f5,"In the input, you should see...The pattern with colored dots forming shapes",The output grid size...remain the same or fit the pattern found,"To make the output, you have to...using the same color of the dots  make each represented pattern that color, if 4 dots make a square, then on a 4x4 the top right will be 1 blue square, if the red dots form squares but so many in a cluster form a backward L, then the pattern on the same 4x4 will be top right down to bottom left to appear as a backward L",False,,3,27.0,27.0,2.0,4,2,320,157
38f9927e-2318-42cf-ad18-6354017fc817,0a0c53c8-72f3-4423-a8a5-f8f107cafab2,"In the input, you should see... black grid surrounded by light blue like x,y lines, some light blue color have different color make square",The output grid size...3x3 grid size,"To make the output, you have to...fill the same color make square by four corners",True,10,3,19.0,19.0,3.0,2,1,758,246
d89180c7-3059-4bb7-a505-51c9616fa96c,1c77eb79-3a22-42f9-8933-7054b014f23c,"In the input, you should see...color grid which make square box",The output grid size...should be 3x3,"To make the output, you have to...fill the each grid by see the input grid which make square with corner colors.rest all grid color are black",True,7,1,6.0,6.0,0.0,5,1,248,28
18438584-ebc6-4a37-b194-70a5f66c3ca6,8ff66ef7-98f2-4385-bf4d-475ac0d45ee4,"In the input, you should see...some colored blocks on the grid.",The output grid size...is the same size as the input grid.,"To make the output, you have to...change the color of the blocks and move them all to the top of the grid and start filling in the blocks from left to right keeping the same number of blocks from the original grid.",True,8,1,3.0,3.0,0.0,4,2,145,13
5ebca81e-8f14-4c03-93e9-56088058d91b,1e220db3-d5a9-4f3a-b75c-469dd24c8a6b,"In the input, you should see...a 3x3 grid with between 1 to 4 blue squares in it.",The output grid size...is the same size as the input grid.,"To make the output, you have to...count the number of blue squares in the input. You will need this same number of squares in the output, but the new squares will become red and will be relocated in the following order until you have used the same number of squares that you counted; First red square goes in top left; second red square (if any) goes if top middle; third red square (if any) goes in top right and fourth red square (if any) goes in middle of grid.",True,8,1,3.0,3.0,1.0,2,5,852,29
a00f4469-23cb-4786-af6a-90a60ba3b052,dd7a798f-7977-4c97-b47d-38d1622eb1c5,"In the input, you should see... a shape on a black background",The output grid size...is the same.,"To make the output, you have to...keep the shape color the same. Fill any areas contained within the shape red and flood the black background with green.",True,8,1,6.0,6.0,1.0,4,2,113,20
d4b61356-acdd-4356-b400-f6ca3813eba0,09c9804a-be31-4919-92f8-0c2386665550,"In the input, you should see... a colored grid all the same color with lines one block wide",The output grid size... the same as the input grid,"To make the output, you have to... fill in all holes with red and fill the outside with green",True,10,1,6.0,6.0,2.0,3,2,275,18
f32d2e58-454c-4901-a11d-1829d9ef158f,c4ea0056-dd11-43d7-87e5-b3203f2b78a3,"In the input, you should see...yellow intersecting lines on a black grid",The output grid size... is the same as the input,"To make the output, you have to...fill all region that have been surrounded with yellow lines in red.",True,10,2,7.0,7.0,0.0,0,1,320,66
28d3eae9-9243-41ca-b908-07fdc40df633,0c24d79a-a7a6-4b93-a0a7-66f09e9028ea,"In the input, you should see...will be half of the input","The output grid size...In the input, you should see...will be half of the input","To make the output, you have to...In the input, you should see...will be half of the input",False,,3,36.0,36.0,1.0,3,1,438,158
74e74ea7-6c53-4995-a970-50be5c95b9d9,47f2d0aa-1cae-4d22-93db-5d138d62315b,"In the input, you should see...colored squares",The output grid size...half the input. Cut the long way in half.,"To make the output, you have to...copy one half of the input.",True,6,1,15.0,15.0,3.0,3,5,179,45
b2e08b50-d885-4a98-bf95-0e75802a52b7,7af830cb-f786-4844-ab9d-01506061abc2,"In the input, you should see...colored squares.",The output grid size...will be half of the input.,"To make the output, you have to...copy one half of the input.",True,7,1,5.0,5.0,0.0,3,2,195,38
e91e48a1-6f0c-4189-b34c-8a24a29ce01d,231701dd-06c4-4ee3-bc11-87224ab96261,"In the input, you should see...colored squares",The output grid size...will be half of the input,"To make the output, you have to...copy one half of the input",False,,3,22.0,22.0,4.0,1,1,109,200
ed758369-6033-4097-af9f-6c0b3d1a4a10,1a7e1286-ede4-4498-b075-a9297c6d0f2a,"In the input, you should see...colored squares.",The output grid size...half the size of the input.,"To make the output, you have to...get rid off one half of the input, may it be right, left or bottom half.",True,9,1,4.0,4.0,5.0,3,4,363,147
ef856ebf-d05f-471b-913e-fba6fa378708,6e1816ad-dd89-45ca-9e74-c493e1d66765,"In the input, you should see...colored squares with a pattern",The output grid size... is half of the input,"To make the output, you have to...cut the grid in half to take away one of the patterns and leave one of the patterns",True,8,2,15.0,15.0,2.0,0,3,297,45
