phrase_number	task_number	task_name	description_id	phrase_kind	nth_phrase_in_paragraph	phrase	tag_procedure	tag_metaphor	tag_clarification	tag_example	tag_array	tag_validation	tag_loop	tag_start_stop	tag_conditional	tag_logic	tag_framing	tag_spatial_relation	tag_physical_interaction	tag_contact_transform	tag_affine_transform	tag_visual_graphical_transform	tag_object_detection
1327	228	9565186b.json	820d2255-71f6-4f78-89f1-32d5796d2ad2	output	1	replace minority colors with gray.																	
1328	228	9565186b.json	9e2b1a49-9538-4605-ae4c-8f27bd64b08f	input	1	a couple or several colors that fill the grid.																	
1329	228	9565186b.json	9e2b1a49-9538-4605-ae4c-8f27bd64b08f	grid_size	1	remains the same.																	
1330	228	9565186b.json	9e2b1a49-9538-4605-ae4c-8f27bd64b08f	output	1	keep the color with the most squares and everything else should be gray.																	
1331	229	95990924.json	d8ed0921-ce62-4eaf-9aa7-0570ddc4574b	input	1	a series of gray squares																	
1332	229	95990924.json	d8ed0921-ce62-4eaf-9aa7-0570ddc4574b	grid_size	1	is the same as the input																	
1333	229	95990924.json	d8ed0921-ce62-4eaf-9aa7-0570ddc4574b	output	1	surround each square with the following, connected diagonally to each of the corners: Blue on the top left, Red on the top right, Green on the bottom left, Yellow on the bottom right.																	
1334	229	95990924.json	d8ed0921-ce62-4eaf-9aa7-0570ddc4574b	output	2	The end result should almost resemble a flower, with a gray center and four colored petals.																	
1335	230	963e52fc.json	0139ce21-b333-45b0-98f9-f79fe4ab11e7	input	1	a black grid with a repeating pattern from left to right.												0	0	0	0	0	1
1336	230	963e52fc.json	0139ce21-b333-45b0-98f9-f79fe4ab11e7	grid_size	1	double the original horizontal size with the same vertical size.												0	0	0	0	0	1
1337	230	963e52fc.json	0139ce21-b333-45b0-98f9-f79fe4ab11e7	output	1	Repeat the middle colors in the second half of the new grid on the same rows.												0	0	0	0	0	1
1338	230	963e52fc.json	14cc08eb-43b0-4d1f-b0e1-14fb339828c6	input	1	a horizontal colored line in the middle												0	0	0	0	0	1
1339	230	963e52fc.json	14cc08eb-43b0-4d1f-b0e1-14fb339828c6	grid_size	1	the length of the grid double in size but the width stays the same												0	0	0	0	0	1
1340	230	963e52fc.json	14cc08eb-43b0-4d1f-b0e1-14fb339828c6	output	1	repeat the same pattern of colors in the input pixels to the grid created in the output in the same position												0	0	0	0	0	1
1341	231	97999447.json	4f16b05d-1b35-4a36-bd68-62bca9eeb53a	input	1	a grid with randomly placed colored tiles																	
1342	231	97999447.json	4f16b05d-1b35-4a36-bd68-62bca9eeb53a	grid_size	1	remains the same as the input grid.																	
1343	231	97999447.json	4f16b05d-1b35-4a36-bd68-62bca9eeb53a	output	1	alternate to the RIGHT of the colored tile with light grey and the original color UNTIL it reaches the rightmost side of the grid, REPEAT this for each applicable colored tile.																	
1344	232	97a05b5b.json	6baffa36-d113-436f-8f6f-b113a8e8d780	input	1	a large grid with a red grid with black blocks missing.																	
1345	232	97a05b5b.json	6baffa36-d113-436f-8f6f-b113a8e8d780	input	2	As well as small grid blocks with red blocks that fit the black blocks in the large grid.																	
1346	232	97a05b5b.json	6baffa36-d113-436f-8f6f-b113a8e8d780	grid_size	1	changes to the size of the large red grid.																	
1347	232	97a05b5b.json	6baffa36-d113-436f-8f6f-b113a8e8d780	output	1	fit the red blocks in the small grid blocks where they go on the large red grid with the colored blocks as well.																	
1348	233	98cf29f8.json	93290583-8aad-484a-a29e-74735aefc3d1	input	1	a two color pattern on a black background																	
1349	233	98cf29f8.json	93290583-8aad-484a-a29e-74735aefc3d1	grid_size	1	is the same size as input																	
1350	233	98cf29f8.json	93290583-8aad-484a-a29e-74735aefc3d1	output	1	remove the colored squares that create a floor to the other pattern.																	
1351	233	98cf29f8.json	93290583-8aad-484a-a29e-74735aefc3d1	output	2	you bring the patterns together by moving the pattern that is the same color as the line you remove.																	
1352	233	98cf29f8.json	deb03177-dfd1-4187-bbe8-47e4ad2d182e	input	1	two colors on a black background with one vertical or horizontal single line.																	
1353	233	98cf29f8.json	deb03177-dfd1-4187-bbe8-47e4ad2d182e	grid_size	1	remains the same.																	
1354	233	98cf29f8.json	deb03177-dfd1-4187-bbe8-47e4ad2d182e	output	1	remove the single line and move the shape that is the same color as the line square up against the other shape.																	
1355	234	995c5fa3.json	d184db00-9062-4519-90d9-d9e28803db62	input	1	three 4x4 grey grids divide by black lines																	
1356	234	995c5fa3.json	d184db00-9062-4519-90d9-d9e28803db62	grid_size	1	3x3 grid																	
1357	234	995c5fa3.json	d184db00-9062-4519-90d9-d9e28803db62	output	1	make three rows of three different solid colors corresponding to the grey 4x4 blocks.																	
1358	234	995c5fa3.json	d184db00-9062-4519-90d9-d9e28803db62	output	2	The first 4x4 block is the color of the top row, and so on.																	
1359	234	995c5fa3.json	d184db00-9062-4519-90d9-d9e28803db62	output	3	Grey 4x4 with a 2x2 black box in the middle = light blueGrey 4x4 with no black = redGrey 4x4 with black box center bottom = yellowGrey 4x4 with two 1x2 black lines on the left and right = green.																	
1360	234	995c5fa3.json	d184db00-9062-4519-90d9-d9e28803db62	output	4	If there are any more, they are a different color.																	
1361	235	99b1bc43.json	3373292d-31b2-498c-927d-fda6968a63f8	input	1	.a 4x4 square of blue and black boxes on top of a yellow line.	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1
1362	235	99b1bc43.json	3373292d-31b2-498c-927d-fda6968a63f8	input	2	Below the yellow line is a 4x4 square of red and black boxes.	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1
1363	235	99b1bc43.json	3373292d-31b2-498c-927d-fda6968a63f8	grid_size	1	.should be 4x4.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1364	235	99b1bc43.json	3373292d-31b2-498c-927d-fda6968a63f8	output	1	compare the squares in the top and bottom 4x4 square.	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1
1365	235	99b1bc43.json	3373292d-31b2-498c-927d-fda6968a63f8	output	2	If they match (both black or both color) make the output square black.	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1
1366	235	99b1bc43.json	3373292d-31b2-498c-927d-fda6968a63f8	output	3	If they do not match, make the output square green.	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1
1367	236	99fa7670.json	c51ea310-6216-4445-b5f9-632186bbb0ad	input	1	colored blocks on a black background																	
1368	236	99fa7670.json	c51ea310-6216-4445-b5f9-632186bbb0ad	grid_size	1	same as input																	
1369	236	99fa7670.json	c51ea310-6216-4445-b5f9-632186bbb0ad	output	1	"extend the colored blocks, using their original color, to the right and downward, creating ""L"" shapes."																	
1370	236	99fa7670.json	c51ea310-6216-4445-b5f9-632186bbb0ad	output	2	Start with the bottom-most block.																	
1371	236	99fa7670.json	c51ea310-6216-4445-b5f9-632186bbb0ad	output	3	Draw a line from the bottom-most block until it touches the right side of the grid, and then draw a line downward from there until it touches the bottom of the grid.																	
1372	236	99fa7670.json	c51ea310-6216-4445-b5f9-632186bbb0ad	output	4	"This will form an inverted ""L"" shape that is facing left."																	
1373	236	99fa7670.json	c51ea310-6216-4445-b5f9-632186bbb0ad	output	5	Then, go up to the next colored block and repeat this process, except when you draw the line downward, stop where it would touch the first color.																	
1374	236	99fa7670.json	c51ea310-6216-4445-b5f9-632186bbb0ad	output	6	"This will form another inverted ""L"" shape, on top of the first one."																	
1375	236	99fa7670.json	c51ea310-6216-4445-b5f9-632186bbb0ad	output	7	Do this for each colored block.																	
1376	238	9af7a82c.json	707bb769-7725-48e1-bbb9-c478562d8505	input	1	grid filled with different colors.																	
1377	238	9af7a82c.json	707bb769-7725-48e1-bbb9-c478562d8505	input	2	No background color.																	
1378	238	9af7a82c.json	707bb769-7725-48e1-bbb9-c478562d8505	grid_size	1	width should be the number of colors.																	
1379	238	9af7a82c.json	707bb769-7725-48e1-bbb9-c478562d8505	grid_size	2	Height should be the number of the most....color.																	
1380	238	9af7a82c.json	707bb769-7725-48e1-bbb9-c478562d8505	output	1	in a black background, fill out the left with the most color, then the second most, third most, continue.																	
1381	238	9af7a82c.json	707bb769-7725-48e1-bbb9-c478562d8505	output	2	Start it from the top.																	
1382	240	9dfd6313.json	df155c78-7cf5-487e-b787-ca20a9b418d1	input	1	a mirror pattern with colored blocks on one side split by a line of blocks from one corner to the other.																	
1383	240	9dfd6313.json	df155c78-7cf5-487e-b787-ca20a9b418d1	grid_size	1	stays the same.																	
1384	240	9dfd6313.json	df155c78-7cf5-487e-b787-ca20a9b418d1	output	1	take one side and mirror it to the other side.																	
1385	240	9dfd6313.json	e23d9dbf-053a-46bb-8e00-27aa2f8f47e1	input	1	a colored pattern																	
1386	240	9dfd6313.json	e23d9dbf-053a-46bb-8e00-27aa2f8f47e1	grid_size	1	is the same as the input grid size.																	
1387	240	9dfd6313.json	e23d9dbf-053a-46bb-8e00-27aa2f8f47e1	output	1	rotate the pattern 90 degrees to the right and then flip it over to it's reverse.																	
1388	240	9dfd6313.json	e23d9dbf-053a-46bb-8e00-27aa2f8f47e1	output	2	the output should be an 90 degrees mirror image of the input.																	
1389	241	9ecd008a.json	22db23ab-798f-45f0-9bc1-94152703b222	input	1	can see a pattern with a some black part.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
1390	241	9ecd008a.json	22db23ab-798f-45f0-9bc1-94152703b222	grid_size	1	should be the same size as the black spots	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
1391	241	9ecd008a.json	22db23ab-798f-45f0-9bc1-94152703b222	output	1	fill the black spots with the exact same pattern that need to be filled in the original grid.	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
1392	242	9edfc990.json	c283532c-2022-463b-b801-93a177cfbcb7	input	1	a grid with several different colored blocks.																	
1393	242	9edfc990.json	c283532c-2022-463b-b801-93a177cfbcb7	grid_size	1	stay the same.																	
1394	242	9edfc990.json	c283532c-2022-463b-b801-93a177cfbcb7	output	1	copy the input and fill in any spaces that have with blue that have blue touching black.																	
1395	243	9f236235.json	ba57fafb-5ba5-4f9e-8cf9-5c0aab0adefa	input	1	a single-colored grid of symmetrical lines that intersect to create segmented boxes.																	
1396	243	9f236235.json	ba57fafb-5ba5-4f9e-8cf9-5c0aab0adefa	input	2	The boxes are filled  and create a design.																	
1397	243	9f236235.json	ba57fafb-5ba5-4f9e-8cf9-5c0aab0adefa	grid_size	1	becomes smaller.																	
1398	243	9f236235.json	ba57fafb-5ba5-4f9e-8cf9-5c0aab0adefa	grid_size	2	Equal to the number of segmented boxes present in the input grid																	
1399	243	9f236235.json	ba57fafb-5ba5-4f9e-8cf9-5c0aab0adefa	output	1	avoid the lines that create the boxes, and instead  focus on the pattern.																	
1400	243	9f236235.json	ba57fafb-5ba5-4f9e-8cf9-5c0aab0adefa	output	2	Copy the pattern so that it is mirrored horizontally (left to right).																	
1401	243	9f236235.json	ba57fafb-5ba5-4f9e-8cf9-5c0aab0adefa	output	3	You should end up with only the design from the input.																	
1402	244	a1570a43.json	06b1078a-cd28-4aca-a9f5-c2dd01648eac	input	1	a black grid with 4 pixels evenly spaced from each other to create a sort of square and a different colored collection of pixels that create a random shape.																	
1403	244	a1570a43.json	06b1078a-cd28-4aca-a9f5-c2dd01648eac	grid_size	1	remains the same																	
1404	244	a1570a43.json	06b1078a-cd28-4aca-a9f5-c2dd01648eac	output	1	think of the 4 pixels as a picture frame.																	
1405	244	a1570a43.json	06b1078a-cd28-4aca-a9f5-c2dd01648eac	output	2	Reposition the random shape to be centered in that frame.																	
1406	244	a1570a43.json	cab260f8-5b00-400d-afe9-bbab16d8bdf5	input	1	four colored pixels that form a square, with a different color shape																	
1407	244	a1570a43.json	cab260f8-5b00-400d-afe9-bbab16d8bdf5	grid_size	1	is the same as the input size																	
1408	244	a1570a43.json	cab260f8-5b00-400d-afe9-bbab16d8bdf5	output	1	move the different color shape so that it is fully inside the square composed by the four colored pixels.																	
1409	245	a2fd1cf0.json	2cbc1245-610a-4eaf-8667-9b0ef3b60627	input	1	two squares of different colors																	
1410	245	a2fd1cf0.json	2cbc1245-610a-4eaf-8667-9b0ef3b60627	grid_size	1	no change																	
1411	245	a2fd1cf0.json	2cbc1245-610a-4eaf-8667-9b0ef3b60627	output	1	connect the squares use light blue with a right angle																	
1412	245	a2fd1cf0.json	c429ee61-a70b-44ec-9821-0b104b5f6a71	input	1	a black background with a red square and a green square.																	
1413	245	a2fd1cf0.json	c429ee61-a70b-44ec-9821-0b104b5f6a71	grid_size	1	is the same as the input grid size.																	
1414	245	a2fd1cf0.json	c429ee61-a70b-44ec-9821-0b104b5f6a71	output	1	create a road of light blue squares between the red and green squares.																	
1415	245	a2fd1cf0.json	c429ee61-a70b-44ec-9821-0b104b5f6a71	output	2	The road should travel up or down from the green square and left or right from the red square until the two meet.																	
1416	246	a3325580.json	67c0a964-01b8-4b6a-b95c-d1a6c2e39dce	input	1	colored shapes against a black background																	
1417	246	a3325580.json	67c0a964-01b8-4b6a-b95c-d1a6c2e39dce	grid_size	1	will be the size that the output lines require.																	
1418	246	a3325580.json	67c0a964-01b8-4b6a-b95c-d1a6c2e39dce	output	1	identify the largest shapes by number of squares.																	
1419	246	a3325580.json	67c0a964-01b8-4b6a-b95c-d1a6c2e39dce	output	2	This may be one shape or more than one shape, if they have the same number of square.																	
1420	246	a3325580.json	67c0a964-01b8-4b6a-b95c-d1a6c2e39dce	output	3	Then create a vertical line for each of those shapes, in the order from left to right of the shapes, each line with the same number of squares as the input shape.																	
1421	246	a3325580.json	67c0a964-01b8-4b6a-b95c-d1a6c2e39dce	output	4	If only one shape is largest, there will be one output line.																	
1422	246	a3325580.json	67c0a964-01b8-4b6a-b95c-d1a6c2e39dce	output	5	If two shapes are largest together, there will be two lines, and so on.																	
1423	247	a3df8b1e.json	2ec514f1-cb64-4fd6-9d71-4a89d8dc5adf	input	1	a single blue point at the bottom																	
1424	247	a3df8b1e.json	2ec514f1-cb64-4fd6-9d71-4a89d8dc5adf	grid_size	1	is the same as the old one																	
1425	247	a3df8b1e.json	2ec514f1-cb64-4fd6-9d71-4a89d8dc5adf	output	1	draw a blue dot one to the right and one up from the original one, follow that pattern until you reach the side, 																	
1426	247	a3df8b1e.json	2ec514f1-cb64-4fd6-9d71-4a89d8dc5adf	output	2	then draw a blue dot one to the left and one up until you reach the other side, 																	
1427	247	a3df8b1e.json	2ec514f1-cb64-4fd6-9d71-4a89d8dc5adf	output	3	repeat until you reach the top.																	
1428	247	a3df8b1e.json	dd24d6d5-c189-4e85-9ab8-1f3c007537fd	input	1	a single blue block at the bottom with a black background																	
1429	247	a3df8b1e.json	dd24d6d5-c189-4e85-9ab8-1f3c007537fd	grid_size	1	stay the same.																	
1430	247	a3df8b1e.json	dd24d6d5-c189-4e85-9ab8-1f3c007537fd	output	1	add blue squares in a 45 degree angle pattern back and forward until you reach the top.																	
1431	248	a416b8f3.json	8ac16df7-560f-496d-a864-f465f43ef100	input	1	a pattern using colored squares	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
1432	248	a416b8f3.json	8ac16df7-560f-496d-a864-f465f43ef100	grid_size	1	is twice as wide and the same height as the original	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
1433	248	a416b8f3.json	8ac16df7-560f-496d-a864-f465f43ef100	output	1	copy the pattern exactly to the new empty section.	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
1434	248	a416b8f3.json	8ac16df7-560f-496d-a864-f465f43ef100	output	2	There should be two of the same pattern side-by-side.	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1
1435	248	a416b8f3.json	9eda4b7d-4b15-4050-a589-b8f4d4f425cc	input	1	a grid with colored squares	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
1436	248	a416b8f3.json	9eda4b7d-4b15-4050-a589-b8f4d4f425cc	grid_size	1	is the same height as the input grid but twice as wide	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
1437	248	a416b8f3.json	9eda4b7d-4b15-4050-a589-b8f4d4f425cc	output	1	place the input design all the way on the left half and then duplicate the exact same design and colors on the right half.	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1
1438	248	a416b8f3.json	9eda4b7d-4b15-4050-a589-b8f4d4f425cc	output	2	The final grid is two of the original grid next to each other.	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1439	249	a48eeaf7.json	5180982a-3f55-406d-b2d9-50a046291949	input	1	a square made up of red boxes along with some gray boxes spread apart.																	
1440	249	a48eeaf7.json	5180982a-3f55-406d-b2d9-50a046291949	grid_size	1	stays the same size.																	
1441	249	a48eeaf7.json	5180982a-3f55-406d-b2d9-50a046291949	output	1	simply move the gray boxes toward the red boxes taking the most direct route possible.																	
1442	249	a48eeaf7.json	5180982a-3f55-406d-b2d9-50a046291949	output	2	The gray boxes are then placed wherever they touch a red box in some way.																	
1443	249	a48eeaf7.json	e69e83b2-6f17-48fc-812a-102c8941f4fa	input	1	a square with blocks far from it																	
1444	249	a48eeaf7.json	e69e83b2-6f17-48fc-812a-102c8941f4fa	grid_size	1	the same																	
1445	249	a48eeaf7.json	e69e83b2-6f17-48fc-812a-102c8941f4fa	output	1	move the blocks until they touch the red square on the same line.																	
1446	250	a5313dff.json	7a1ae591-2fe6-41b1-a990-924b1beaaf7e	input	1	shapes with black inside and dot in center																	
1447	250	a5313dff.json	7a1ae591-2fe6-41b1-a990-924b1beaaf7e	grid_size	1	match the output																	
1448	250	a5313dff.json	7a1ae591-2fe6-41b1-a990-924b1beaaf7e	output	1	color the inside blue but if the border of shape goes outside the grid leave inside black.																	
1449	250	a5313dff.json	a9b89edd-c06f-4eac-8afc-0f60c1349f21	input	1	The structure and the inside color.																	
1450	250	a5313dff.json	a9b89edd-c06f-4eac-8afc-0f60c1349f21	grid_size	1	Fill the inside with blue color																	
1451	250	a5313dff.json	a9b89edd-c06f-4eac-8afc-0f60c1349f21	output	1	changed the grid and the color.																	
1452	251	a5f85a15.json	5524ce55-cbb9-4643-aa2b-39252249aa8d	input	1	diagonal lines of colored squares.																	
1453	251	a5f85a15.json	5524ce55-cbb9-4643-aa2b-39252249aa8d	grid_size	1	is the same as the input.																	
1454	251	a5f85a15.json	5524ce55-cbb9-4643-aa2b-39252249aa8d	output	1	change every other square on each of the diagonal lines to yellow (starting with the 2nd square on each line)																	
1455	251	a5f85a15.json	91b85f35-8ec2-47b6-9408-893c2bc073e4	input	1	diagonal lines of colored squares.																	
1456	251	a5f85a15.json	91b85f35-8ec2-47b6-9408-893c2bc073e4	grid_size	1	is the same as the original.																	
1457	251	a5f85a15.json	91b85f35-8ec2-47b6-9408-893c2bc073e4	output	1	change every other square on each of the diagonal lines to yellow.																	
1458	252	a61ba2ce.json	8d86d13e-984b-472e-9a87-dfcfd7936e24	input	1	see 4 set of 3 blocks in 4 different colors.																	
1459	252	a61ba2ce.json	8d86d13e-984b-472e-9a87-dfcfd7936e24	grid_size	1	should be 4x4.																	
1460	252	a61ba2ce.json	8d86d13e-984b-472e-9a87-dfcfd7936e24	output	1	make a square with the each set of blocks.																	
1461	252	a61ba2ce.json	8d86d13e-984b-472e-9a87-dfcfd7936e24	output	2	There should be a smaller black square in the center.																	
1462	252	a61ba2ce.json	b44fef68-3e08-4052-9dc9-975ab111a47a	input	1	4 different color patterns in 3 squares each in the middle of the black grid.																	
1463	252	a61ba2ce.json	b44fef68-3e08-4052-9dc9-975ab111a47a	grid_size	1	changes to 4x4.																	
1464	252	a61ba2ce.json	b44fef68-3e08-4052-9dc9-975ab111a47a	output	1	follow the colored pattern and put them on all the corners exactly how the pattern is placed.																	
1465	252	a61ba2ce.json	b44fef68-3e08-4052-9dc9-975ab111a47a	output	2	Then fill in the middle 4 squares with black.																	
1466	253	a61f2674.json	773f5f62-5ca2-4d06-ac7e-b8932300d2fb	input	1	only vertical blocks which stay on rows 1, 3, 5, 7 and 9.																	
1467	253	a61f2674.json	773f5f62-5ca2-4d06-ac7e-b8932300d2fb	grid_size	1	will remain the same.																	
1468	253	a61f2674.json	773f5f62-5ca2-4d06-ac7e-b8932300d2fb	output	1	change the shortest colored blocks from gray to red and the tallest colored blocks from gray to blue.																	
1469	253	a61f2674.json	773f5f62-5ca2-4d06-ac7e-b8932300d2fb	output	2	Change the remaining gray blocks to black.																	
1470	253	a61f2674.json	7a261c75-69b4-44e0-855f-7aeccb520883	input	1	blocks that only go vertically.																	
1471	253	a61f2674.json	7a261c75-69b4-44e0-855f-7aeccb520883	grid_size	1	will remain the same.																	
1472	253	a61f2674.json	7a261c75-69b4-44e0-855f-7aeccb520883	output	1	change the shortest group of blocks from gray to red, change the tallest group of blocks from gray to blue.																	
1473	253	a61f2674.json	7a261c75-69b4-44e0-855f-7aeccb520883	output	2	Change the remaining gray blocks to black.																	
1474	253	a61f2674.json	f1a3307d-a9c3-45a2-87d1-94a6dafe0244	input	1	grey vertical lines.																	
1475	253	a61f2674.json	f1a3307d-a9c3-45a2-87d1-94a6dafe0244	grid_size	1	is the same as the input																	
1476	253	a61f2674.json	f1a3307d-a9c3-45a2-87d1-94a6dafe0244	output	1	change the shortest grey line to red and the tallest line to blue.																	
1477	253	a61f2674.json	f1a3307d-a9c3-45a2-87d1-94a6dafe0244	output	2	The remaining lines turn black.																	
1478	254	a64e4611.json	85c8e111-f5f6-4c1f-a830-c1ecfe9c0fe3	input	1	area that appear not fill.																	
1479	254	a64e4611.json	85c8e111-f5f6-4c1f-a830-c1ecfe9c0fe3	grid_size	1	stay the same.																	
1480	254	a64e4611.json	85c8e111-f5f6-4c1f-a830-c1ecfe9c0fe3	output	1	fill not fill area with green, leaving black border.																	
1481	255	a65b410d.json	ab04621a-32ed-40b0-bf89-209661b559ad	input	1	a black grid with a small horizontal line in red.																	
1482	255	a65b410d.json	ab04621a-32ed-40b0-bf89-209661b559ad	grid_size	1	exactly the same as the input grid.																	
1483	255	a65b410d.json	ab04621a-32ed-40b0-bf89-209661b559ad	output	1	copy your red input boxes to the output grid.																	
1484	255	a65b410d.json	ab04621a-32ed-40b0-bf89-209661b559ad	output	2	Make an exact same line (as red) in green, but also add  1 green box.																	
1485	255	a65b410d.json	ab04621a-32ed-40b0-bf89-209661b559ad	output	3	Repeat moving up until your top portion is colored in green with -1 box moving downward.																	
1486	255	a65b410d.json	ab04621a-32ed-40b0-bf89-209661b559ad	output	4	Go to the box(es) just BELOW your red line.																	
1487	255	a65b410d.json	ab04621a-32ed-40b0-bf89-209661b559ad	output	5	Make a new line (or box) in blue, but -1 less blue box than the number of red box(es).																	
1488	255	a65b410d.json	ab04621a-32ed-40b0-bf89-209661b559ad	output	6	Repeat this in blue until you only have ONE black box (row) left on the bottom.																	
1489	255	a65b410d.json	ab04621a-32ed-40b0-bf89-209661b559ad	output	7	In the end  you will have green, red, blue and it will zig-zag getting smaller as you go down.																	
1490	255	a65b410d.json	ab04621a-32ed-40b0-bf89-209661b559ad	output	8	Be sure to leave the very bottom row all black.																	
1491	255	a65b410d.json	b42f7601-1f42-4288-8c7d-85ba31f1e6f4	input	1	horizontal bar of orange squares, either 2, 3, or 4 squares.																	
1492	255	a65b410d.json	b42f7601-1f42-4288-8c7d-85ba31f1e6f4	grid_size	1	is the same.																	
1493	255	a65b410d.json	b42f7601-1f42-4288-8c7d-85ba31f1e6f4	output	1	place the horizontal bar in the exact position in the output.																	
1494	255	a65b410d.json	b42f7601-1f42-4288-8c7d-85ba31f1e6f4	output	2	Then add 1 to the number of orange squares and fill in that number of squares directly above the orange bar, but in GREEN, beginning with the leftmost square.																	
1495	255	a65b410d.json	b42f7601-1f42-4288-8c7d-85ba31f1e6f4	output	3	Then add another 1, and fill in that number of squares in another green horizontal bar right above.																	
1496	255	a65b410d.json	b42f7601-1f42-4288-8c7d-85ba31f1e6f4	output	4	Continue doing that all the way to the top.																	
1497	255	a65b410d.json	b42f7601-1f42-4288-8c7d-85ba31f1e6f4	output	5	Then subtract the number of the original orange squares by 1, then draw under the orange bar the new number of squares in BLUE, also beginning with the leftmost square.																	
1498	255	a65b410d.json	b42f7601-1f42-4288-8c7d-85ba31f1e6f4	output	6	Repeat until the number of blue squares is 1.																	
1499	255	a65b410d.json	b42f7601-1f42-4288-8c7d-85ba31f1e6f4	output	7	Draw that, then you are done.																	
1500	256	a68b268e.json	aa951597-935c-4892-a111-e2e9a142c2ef	input	1	four 4x4 grids placed on with a blue   dividing them.																	
1501	256	a68b268e.json	aa951597-935c-4892-a111-e2e9a142c2ef	input	2	Each 4x4 grid is their own colors.																	
1502	256	a68b268e.json	aa951597-935c-4892-a111-e2e9a142c2ef	grid_size	1	the size of one 4x4 grid.																	
1503	256	a68b268e.json	aa951597-935c-4892-a111-e2e9a142c2ef	output	1	take the upper left 4x4 grid.																	
1504	256	a68b268e.json	aa951597-935c-4892-a111-e2e9a142c2ef	output	2	Nothing will need to be changed from it.																	
1505	256	a68b268e.json	aa951597-935c-4892-a111-e2e9a142c2ef	output	3	Add the upper right grid to the 1st one.																	
1506	256	a68b268e.json	aa951597-935c-4892-a111-e2e9a142c2ef	output	4	Remember not to change any colors only add new ones to black boxes.																	
1507	256	a68b268e.json	aa951597-935c-4892-a111-e2e9a142c2ef	output	5	Next do the bottom left grid the same way.																	
1508	256	a68b268e.json	aa951597-935c-4892-a111-e2e9a142c2ef	output	6	Finish with the bottom right grid.																	
1509	256	a68b268e.json	aa951597-935c-4892-a111-e2e9a142c2ef	output	7	You will not use dark blue squares at all.																	
1510	257	a699fb00.json	4a3d3efb-9b30-4ffc-9a2d-aab15d49c551	input	1	.a pattern of blue sections with black space between them.																	
1511	257	a699fb00.json	4a3d3efb-9b30-4ffc-9a2d-aab15d49c551	grid_size	1	stay the same																	
1512	257	a699fb00.json	4a3d3efb-9b30-4ffc-9a2d-aab15d49c551	output	1	fill the black sections between two blue sections with red.																	
1513	257	a699fb00.json	bc6efe37-2ab3-44fa-949b-a2c8691a7ce4	input	1	a grid with black background and blue squares																	
1514	257	a699fb00.json	bc6efe37-2ab3-44fa-949b-a2c8691a7ce4	grid_size	1	is same																	
1515	257	a699fb00.json	bc6efe37-2ab3-44fa-949b-a2c8691a7ce4	output	1	every time you see two blue squares in any  line with a single space in between, you fill in that space with a red square Only pay attention to squares going across and not up and down.																	
1516	257	a699fb00.json	bc6efe37-2ab3-44fa-949b-a2c8691a7ce4	output	2	Do not fill in any squares for any pattern going up and down.																	
1517	257	a699fb00.json	bc6efe37-2ab3-44fa-949b-a2c8691a7ce4	output	3	Keep all blue squares blue and keep the black squares black.																	
1518	258	a740d043.json	c7dd9890-6d31-4a60-bff8-0b438e975530	input	1	a blue grid with a pattern some place	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
1519	258	a740d043.json	c7dd9890-6d31-4a60-bff8-0b438e975530	grid_size	1	is the size of the pattern in the blue grid	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1
1520	258	a740d043.json	c7dd9890-6d31-4a60-bff8-0b438e975530	output	1	make the pattern and if there is any more on the sides or any blue, fill in with black.	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
1521	260	a79310a0.json	bdc74cd9-2477-413a-85c1-1089f9ac6ba5	input	1	black background with colored squares	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
1522	260	a79310a0.json	bdc74cd9-2477-413a-85c1-1089f9ac6ba5	grid_size	1	Same as input	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
1523	260	a79310a0.json	bdc74cd9-2477-413a-85c1-1089f9ac6ba5	output	1	Move colored square one line down and change to red.	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1
1524	261	a85d4709.json	03c65894-76c6-489d-ba7a-2d334ff97804	input	1	two black blocks on each row from top to bottom																	
